4.875	1994	9.5	肖申克的救赎(318)
4.718	1993	9.3	辛德勒的名单(527)
4.700	1995	8.5	非常嫌疑犯(50)
4.688	2006	9.0	窃听风暴(44555)
4.644	1999	8.7	黑客帝国(2571)
4.594	1995	8.8	超级无敌掌门狗：剃刀边缘(745)
4.574	1997	9.4	美丽人生(2324)
4.571	2002	8.9	上帝之城(6016)
4.562	1999	9.1	搏击俱乐部(2959)
4.558	1991	8.6	沉默的羔羊(593)
4.542	1998	8.5	美国X档案(2329)
4.541	2003	9.0	指环王3：王者无敌(7153)
4.529	2008	8.0	对话尼克松(64620)
4.528	2001	8.8	天使爱美丽(4973)
4.514	2001	8.8	指环王1：魔戒再现(4993)
4.513	2000	8.5	记忆碎片(4226)
4.513	2002	8.8	指环王2：双塔奇兵(5952)
4.511	1998	8.5	黑猫白猫(2843)
4.510	1999	8.7	第六感(2762)
4.499	1995	8.7	勇敢的心(110)
4.499	1993	8.8	超级无敌掌门狗：引鹅入室(1148)
4.479	2003	9.3	灿烂人生(7767)
4.475	2001	9.0	千与千寻(5618)
4.467	1991	8.0	大红灯笼高高挂(1280)
4.467	1995	9.2	地下(665)
4.465	1994	8.7	暴雨将至(214)
4.463	1998	8.5	更多(4454)
4.460	2008	9.3	机器人总动员(60069)
4.459	1998	8.7	拯救大兵瑞恩(2028)
4.458	2001	7.4	死亡幻觉(4878)
4.458	2008	7.5	钢铁侠(59315)
4.456	1990	8.7	信任(1236)
4.447	2003	7.9	战争迷雾(7156)
4.444	1994	9.3	阿甘正传(356)
4.440	1999	8.3	美国丽人(2858)
4.439	1990	8.3	好家伙(1213)
4.438	1995	8.1	以祖国之名(632)
4.436	1994	8.7	蓝白红三部曲之红(306)
4.435	1996	7.5	当我们是拳王的日子(1147)
4.425	2002	8.9	钢琴家(5995)
4.421	2006	7.0	无间道风云(48516)
4.420	1993	7.8	亡命天涯(457)
4.418	1990	8.5	父亲的荣耀(5839)
4.411	1997	8.6	心灵捕手(1704)
4.409	1996	8.9	超级无敌掌门狗：阿德曼动画精选(720)
4.408	1996	7.8	失乐天堂：罗宾汉山儿童谋杀案(1361)
4.407	1994	9.4	这个杀手不太冷(293)
4.406	2003	8.5	春夏秋冬又一春(8014)
4.404	1997	8.5	洛城机密(1617)
4.403	1994	8.6	重庆森林(123)
4.402	2008	7.6	生人勿进(61240)
4.402	1998	8.1	红色小提琴(2686)
4.400	1993	8.6	喜宴(7023)
4.398	1995	8.3	怒火青春(97)
4.398	2002	8.6	对她说(5878)
4.396	1999	8.6	绿里奇迹(3147)
4.392	1996	8.3	给我一个爸(1446)
4.392	2003	8.4	大企业(27846)
4.390	1998	8.1	家宴(2360)
4.390	1996	8.0	弹簧刀(1358)
4.388	2004	8.7	卢旺达饭店(30749)
4.385	1994	7.9	精武英雄(26865)
4.383	1997	8.7	幽灵公主(3000)
4.383	2004	8.6	哈尔的移动城堡(31658)
4.379	1998	7.3	地狱搜查线(2930)
4.379	2000	8.5	偷拐抢骗(4011)
4.377	2006	8.5	坠入(59387)
4.376	1992	6.9	终极斗士(8132)
4.375	2005	8.7	没有家的方向(38304)
4.374	1998	8.7	中央车站(2357)
4.371	2007	8.6	谍影重重3(54286)
4.364	2003	8.6	冰峰168小时(7256)
4.364	2008	8.3	摔角王(64839)
4.364	1996	8.3	变脸(2609)
4.363	2000	8.3	爱情是狗娘(4235)
4.361	1991	8.0	黑店狂想曲(1175)
4.356	2008	8.2	米尔克(63876)
4.353	1999	8.4	十月的天空(2501)
4.351	2004	8.6	撞车(33166)
4.351	1997	8.3	小小迪特想要飞(5059)
4.349	1999	9.1	乐满哈瓦那(2677)
4.347	1996	9.0	微观世界(1111)
4.347	2005	7.9	蝙蝠侠：侠影之谜(33794)
4.346	2004	8.2	勇往直前(27727)
4.345	1999	8.6	史崔特先生的故事(2966)
4.344	2006	7.7	潘神的迷宫(48394)
4.344	2003	8.1	心灵驿站(6867)
4.343	1998	8.9	珠穆朗玛峰(1797)
4.342	1994	8.7	邮差(58)
4.341	1996	8.0	小孤星(1545)
4.340	2005	7.7	决战的理由(37240)
4.339	2004	8.4	暖暖内含光(7361)
4.339	1998	8.2	罗拉快跑(2692)
4.338	1995	8.3	赛璐路壁橱(581)
4.337	1994	7.2	战士奇兵(290)
4.335	2001	8.5	无主之地(4967)
4.335	2000	9.2	南极坚忍号(4783)
4.334	1998	9.1	两杆大烟枪(2542)
4.330	1991	8.6	黑暗之心(26729)
4.330	1996	8.1	谈谈情跳跳舞(1537)
4.327	2007	7.9	朱诺(56367)
4.326	1995	7.8	堕落天使(1757)
4.325	2007	8.7	荒野生存(55247)
4.325	1996	8.0	愈爱愈美丽(1046)
4.325	2002	7.6	拼字比赛(6331)
4.323	2005	6.9	冲出宁静号(34405)
4.323	2004	7.8	超人总动员(8961)
4.323	1996	6.7	荒谬无稽(1365)
4.323	2004	7.9	DiG!(27879)
4.322	2000	7.4	你可以信赖我(3983)
4.322	1995	8.9	攻壳机动队(741)
4.321	1993	8.6	图像的力量：莱尼·里芬施塔尔(363)
4.320	2005	8.4	铁拳男人(33660)
4.319	2001	8.8	美丽心灵(4995)
4.318	2005	8.7	世上最快的印地安摩托(43396)
4.318	2001	8.9	战地摄影师(6672)
4.318	1991	8.4	岁月的童话(26743)
4.316	1992	8.2	落水狗(1089)
4.315	2006	7.6	局内人(44199)
4.315	2006	7.4	幸运数字斯莱文(44665)
4.313	1999	8.0	外部空间(2502)
4.312	1992	8.9	制造共识：乔姆斯基论媒体(8582)
4.308	2004	8.4	摩托日记(8873)
4.307	2008	8.4	贫民窟的百万富翁(63082)
4.306	1992	8.2	红猪(26776)
4.304	1990	7.8	欧洲欧洲(6235)
4.304	2007	7.9	精英部队(55721)
4.304	1990	7.5	妮基塔(1249)
4.303	2007	8.0	美食总动员(50872)
4.302	1995	8.6	安妮·弗兰克记得(116)
4.301	2001	8.4	怪兽电力公司(4886)
4.301	2000	8.8	梦之安魂曲(3949)
4.300	1993	7.9	战略室(556)
4.300	1996	8.2	秘密与谎言(1041)
4.299	1990	7.6	我不是坏女孩(7489)
4.299	1994	8.8	低俗小说(296)
4.296	1992	7.7	巧克力情人(265)
4.296	1996	7.0	摇摆者(1060)
4.296	2002	7.4	神采公路(6902)
4.295	1995	8.2	安东尼娅家族(82)
4.294	2004	8.2	深海长眠(27803)
4.294	2006	8.4	曾经(53123)
4.293	1992	9.1	天地玄黄(3677)
4.291	2004	8.0	空房间(30803)
4.290	1997	7.8	西班牙囚犯(1834)
4.290	2005	7.8	真相大白(36535)
4.289	2007	8.4	这个男人来自地球(55908)
4.289	1999	8.3	九月的某一天(3989)
4.286	2001	7.6	印度往事(6776)
4.286	2000	7.8	公主与侠客(4380)
4.286	2004	6.6	亲密的陌生人(27768)
4.286	2002	8.0	鲸骑士(6385)
4.285	1999	7.8	导演狂想曲(3007)
4.284	1995	7.7	阿波罗13号(150)
4.283	2007	7.8	老无所依(55820)
4.283	2001	8.0	死亡实验(5608)
4.282	2004	7.4	蒲公英(27878)
4.282	1990	8.0	米勒的十字路口(1245)
4.277	2000	8.5	光辉岁月(3916)
4.276	1994	8.8	饮食男女(232)
4.275	1994	8.7	非洲：塞伦盖蒂国家公园(4458)
4.274	1997	7.8	城堡(2618)
4.272	2002	8.7	无间道(7981)
4.272	1990	7.6	猎杀红色十月(1610)
4.271	2003	8.0	海底总动员(6377)
4.268	1999	9.0	成吉思汗蓝调(7786)
4.268	1995	7.9	死囚漫步(36)
4.267	2004	8.0	灵魂歌王(8958)
4.267	2000	8.2	花样年华(4144)
4.267	2002	6.3	英雄(7090)
4.267	2003	8.4	两小无猜(9010)
4.266	2007	7.9	伯纳德行动(58303)
4.265	1996	8.4	闪亮的风采(1357)
4.264	2007	8.1	追风筝的人(56607)
4.264	2007	7.7	美国黑帮(55765)
4.264	2004	8.5	帝国的毁灭(31410)
4.263	1994	8.6	篮球梦(246)
4.263	1998	7.7	伊丽莎白(2336)
4.263	1994	8.9	活着(326)
4.263	2001	7.9	怪物史瑞克(4306)
4.262	2007	7.9	血色将至(56782)
4.260	2004	8.4	法兰基，我的爱(8530)
4.260	1999	8.0	惊曝内幕(3006)
4.259	2002	7.5	玩偶(8327)
4.259	2003	9.2	查维兹复辟记(6935)
4.259	2003	8.9	野鹦鹉(32582)
4.257	2001	9.1	迁徙的鸟(6299)
4.257	2006	7.3	人类之子(48774)
4.257	2005	8.1	爱疯狂(40870)
4.254	2002	7.9	前进天堂(7139)
4.253	1997	7.7	又快又贱又失控(1649)
4.253	1993	8.3	盖茨堡之役(4047)
4.252	2006	8.1	阳光小美女(46578)
4.251	2004	7.4	情归新泽西(8784)
4.251	1998	7.7	晚餐游戏(2696)
4.250	2005	8.2	傲慢与偏见(40629)
4.249	1995	7.4	劝导(28)
4.248	1993	7.6	王者之旅(529)
4.248	2007	8.2	伟大辩手(56885)
4.248	2006	7.8	末代独裁(48738)
4.248	1995	6.9	寒冷舒适的农庄(728)
4.247	1994	8.8	烈日灼人(213)
4.247	2004	8.2	百万美元宝贝(30707)
4.246	2006	7.1	007：大战皇家赌场(49272)
4.245	1995	8.0	童梦失魂夜(29)
4.244	1998	7.4	越战未亡人(3609)
4.244	2008	6.1	模范贱兄弟(63131)
4.244	2003	8.4	二手狮王(6753)
4.243	1995	7.9	玩具总动员(1)
4.243	1993	8.4	土拨鼠之日(1265)
4.242	1993	8.4	古尔德的32个短片(549)
4.242	2005	8.3	圣诞快乐(40414)
4.242	2005	8.6	人生七年第七季(50658)
4.239	2000	8.9	一一(4334)
4.238	2001	7.1	美味关系(5525)
4.238	2005	8.0	足球流氓(37731)
4.238	2004	8.3	解密福克斯：默多克的新闻界战争(27912)
4.238	2007	7.5	星尘(54259)
4.237	2008	7.9	功夫熊猫(59784)
4.236	1990	8.3	巴黎在燃烧(1192)
4.236	1995	8.2	离魂异客(714)
4.235	2005	8.0	狂热舞厅(33639)
4.234	2000	7.5	九个皇后(5319)
4.234	1990	8.3	长脚女佣(3713)
4.234	1992	8.3	不可饶恕(1266)
4.233	1993	8.5	蓝白红三部曲之蓝(307)
4.233	2002	8.0	缱绻星光下(5820)
4.232	2004	7.7	寻找梦幻岛(8970)
4.232	1997	7.5	角色(1860)
4.232	2002	7.8	巴士174事件(6869)
4.231	2003	7.8	野蛮入侵(6954)
4.230	1992	7.7	好人寥寥(2268)
4.230	2006	7.9	文字游戏(46850)
4.229	1992	7.8	兄弟的监护人(6612)
4.229	1993	8.4	影子大地(534)
4.228	2002	7.1	新基督山伯爵(5064)
4.227	1995	8.2	烟(194)
4.227	2000	6.8	闪烁恶人心(6300)
4.226	2002	8.8	断魂枪声(7773)
4.224	2005	7.1	小贼、美女和妙探(38061)
4.223	1999	6.1	文斯洛男孩(2611)
4.223	2000	7.8	生命的绿色(4646)
4.222	1998	7.8	两极天使(2575)
